id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Astrocyte|Astrocyte	Astrocyte|Microglia	Astrocyte|Neuron	Astrocyte|Oligodendrocyte	Microglia|Astrocyte	Microglia|Microglia	Microglia|Neuron	Microglia|Oligodendrocyte	Neuron|Astrocyte	Neuron|Microglia	Neuron|Neuron	Neuron|Oligodendrocyte	Oligodendrocyte|Astrocyte	Oligodendrocyte|Microglia	Oligodendrocyte|Neuron	Oligodendrocyte|Oligodendrocyte
CPI-SC0C945DA9F	WNT4_FZD6_LRP5	simple:P56705	complex:FZD6_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.008	0.011	0.025	0.024	0.008	0.01	0.024	0.025	0.009	0.012	0.026	0.025	0.009	0.012	0.026
CPI-SC01D1E05E8	WNT5A_FZD6_LRP5	simple:P41221	complex:FZD6_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.03	0.013	0.016	0.03	0.111	0.094	0.097	0.111	0.084	0.068	0.071	0.085	0.03	0.014	0.017	0.031
CPI-SC0FE1FBFB5	WNT5B_FZD6_LRP5	simple:Q9H1J7	complex:FZD6_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.03	0.014	0.017	0.031	0.026	0.01	0.013	0.027	0.026	0.01	0.013	0.027	0.037	0.02	0.023	0.037
CPI-SC04CBB7552	WNT6_FZD6_LRP5	simple:Q9Y6F9	complex:FZD6_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.008	0.011	0.025	0.024	0.008	0.011	0.024	0.024	0.008	0.01	0.024	0.026	0.01	0.012	0.026
CPI-SC0DFEAE26D	WNT7A_FZD6_LRP5	simple:O00755	complex:FZD6_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.122	0.106	0.108	0.122	0.028	0.012	0.015	0.029	0.081	0.065	0.068	0.082	0.059	0.043	0.046	0.06
CPI-SC0C61B7F73	WNT7B_FZD6_LRP5	simple:P56706	complex:FZD6_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.029	0.013	0.016	0.03	0.0	0.0	0.0	0.0	0.025	0.009	0.011	0.025	0.031	0.014	0.017	0.031
CPI-SC06EFA5CC2	WNT9A_FZD6_LRP5	simple:O14904	complex:FZD6_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.007	0.01	0.024	0.0	0.0	0.0	0.0	0.024	0.008	0.011	0.025	0.024	0.008	0.011	0.025
CPI-SC0FF762677	WNT9B_FZD6_LRP5	simple:O14905	complex:FZD6_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.008	0.01	0.024	0.0	0.0	0.0	0.0	0.024	0.007	0.01	0.024	0.0	0.0	0.0	0.0
CPI-SC0342728D2	WNT11_FZD6_LRP6	simple:O96014	complex:FZD6_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.007	0.01	0.024	0.0	0.0	0.0	0.0	0.024	0.008	0.01	0.024	0.024	0.007	0.01	0.024
CPI-SC081E1CE0B	WNT16_FZD6_LRP6	simple:Q9UBV4	complex:FZD6_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.007	0.01	0.024	0.0	0.0	0.0	0.0	0.024	0.007	0.01	0.024	0.0	0.0	0.0	0.0
CPI-SC0796645C7	WNT2B_FZD6_LRP6	simple:Q93097	complex:FZD6_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.035	0.019	0.022	0.036	0.033	0.016	0.019	0.033	0.065	0.049	0.051	0.065	0.045	0.029	0.032	0.046
CPI-SC08E139858	WNT3_FZD6_LRP6	simple:P56703	complex:FZD6_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.034	0.018	0.021	0.035	0.024	0.008	0.011	0.025	0.035	0.019	0.022	0.036	0.034	0.018	0.021	0.035
CPI-SC068774A8A	WNT4_FZD6_LRP6	simple:P56705	complex:FZD6_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.008	0.011	0.025	0.024	0.008	0.01	0.024	0.025	0.009	0.012	0.026	0.025	0.009	0.012	0.026
CPI-SC039EE3D74	WNT5A_FZD6_LRP6	simple:P41221	complex:FZD6_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.03	0.013	0.016	0.03	0.111	0.094	0.097	0.111	0.084	0.068	0.071	0.085	0.03	0.014	0.017	0.031
CPI-SC02D62FB5B	WNT5B_FZD6_LRP6	simple:Q9H1J7	complex:FZD6_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.03	0.014	0.017	0.031	0.026	0.01	0.013	0.027	0.026	0.01	0.013	0.027	0.037	0.02	0.023	0.037
CPI-SC04FC6D5DC	WNT6_FZD6_LRP6	simple:Q9Y6F9	complex:FZD6_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.008	0.011	0.025	0.024	0.008	0.011	0.024	0.024	0.008	0.01	0.024	0.026	0.01	0.012	0.026
CPI-SC01C485556	WNT7A_FZD6_LRP6	simple:O00755	complex:FZD6_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.122	0.106	0.108	0.122	0.028	0.012	0.015	0.029	0.081	0.065	0.068	0.082	0.059	0.043	0.046	0.06
CPI-SC017027176	WNT7B_FZD6_LRP6	simple:P56706	complex:FZD6_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.029	0.013	0.016	0.03	0.0	0.0	0.0	0.0	0.025	0.009	0.011	0.025	0.031	0.014	0.017	0.031
CPI-SC02CD488A4	WNT9A_FZD6_LRP6	simple:O14904	complex:FZD6_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.007	0.01	0.024	0.0	0.0	0.0	0.0	0.024	0.008	0.011	0.025	0.024	0.008	0.011	0.025
CPI-SC0EFB3CEDF	WNT9B_FZD6_LRP6	simple:O14905	complex:FZD6_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.008	0.01	0.024	0.0	0.0	0.0	0.0	0.024	0.007	0.01	0.024	0.0	0.0	0.0	0.0
CPI-SC0F00C86AC	WNT10A_FZD7_LRP5	simple:Q9GZT5	complex:FZD7_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.006	0.004	0.032	0.004	0.007	0.005
CPI-SC0714EE585	WNT11_FZD7_LRP5	simple:O96014	complex:FZD7_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.007	0.005	0.031	0.003	0.006	0.004
CPI-SC0115378E7	WNT16_FZD7_LRP5	simple:Q9UBV4	complex:FZD7_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0
CPI-SC0DE64F872	WNT2B_FZD7_LRP5	simple:Q93097	complex:FZD7_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.042	0.014	0.018	0.016	0.04	0.011	0.015	0.013	0.072	0.044	0.047	0.045	0.052	0.024	0.028	0.026
CPI-SC026062296	WNT3_FZD7_LRP5	simple:P56703	complex:FZD7_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.041	0.013	0.017	0.015	0.031	0.003	0.007	0.005	0.042	0.014	0.018	0.016	0.041	0.013	0.017	0.015
CPI-SC052C897AB	WNT4_FZD7_LRP5	simple:P56705	complex:FZD7_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.007	0.005	0.031	0.003	0.007	0.004	0.032	0.004	0.008	0.006	0.032	0.004	0.008	0.006
CPI-SC09CB5E882	WNT5A_FZD7_LRP5	simple:P41221	complex:FZD7_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.037	0.009	0.012	0.01	0.118	0.09	0.093	0.091	0.091	0.063	0.067	0.065	0.037	0.009	0.013	0.011
CPI-SC01F6AC0E2	WNT5B_FZD7_LRP5	simple:Q9H1J7	complex:FZD7_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.037	0.009	0.013	0.011	0.033	0.005	0.009	0.007	0.033	0.005	0.009	0.007	0.043	0.015	0.019	0.017
CPI-SC0CBE0F4A0	WNT6_FZD7_LRP5	simple:Q9Y6F9	complex:FZD7_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.007	0.005	0.031	0.003	0.007	0.005	0.031	0.003	0.006	0.004	0.033	0.005	0.008	0.006
CPI-SC06078DB4B	WNT7A_FZD7_LRP5	simple:O00755	complex:FZD7_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.129	0.101	0.104	0.102	0.035	0.007	0.011	0.009	0.088	0.06	0.064	0.062	0.066	0.038	0.042	0.04
CPI-SC0E74F7843	WNT7B_FZD7_LRP5	simple:P56706	complex:FZD7_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.036	0.008	0.012	0.01	0.0	0.0	0.0	0.0	0.032	0.004	0.007	0.005	0.038	0.01	0.013	0.011
CPI-SC02FD11A30	WNT9A_FZD7_LRP5	simple:O14904	complex:FZD7_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.007	0.005	0.031	0.003	0.007	0.005
CPI-SC0F2E04267	WNT9B_FZD7_LRP5	simple:O14905	complex:FZD7_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0
CPI-SC0AB470FD0	WNT10A_FZD7_LRP6	simple:Q9GZT5	complex:FZD7_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.006	0.004	0.032	0.004	0.007	0.005
CPI-SC0D837BE1B	WNT11_FZD7_LRP6	simple:O96014	complex:FZD7_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.007	0.005	0.031	0.003	0.006	0.004
CPI-SC067A0FAD8	WNT16_FZD7_LRP6	simple:Q9UBV4	complex:FZD7_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0
CPI-SC063E27411	WNT2B_FZD7_LRP6	simple:Q93097	complex:FZD7_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.042	0.014	0.018	0.016	0.04	0.011	0.015	0.013	0.072	0.044	0.047	0.045	0.052	0.024	0.028	0.026
CPI-SC06C2EDE8B	WNT3_FZD7_LRP6	simple:P56703	complex:FZD7_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.041	0.013	0.017	0.015	0.031	0.003	0.007	0.005	0.042	0.014	0.018	0.016	0.041	0.013	0.017	0.015
CPI-SC006CB27E1	WNT4_FZD7_LRP6	simple:P56705	complex:FZD7_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.007	0.005	0.031	0.003	0.007	0.004	0.032	0.004	0.008	0.006	0.032	0.004	0.008	0.006
CPI-SC00FA2B152	WNT5A_FZD7_LRP6	simple:P41221	complex:FZD7_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.037	0.009	0.012	0.01	0.118	0.09	0.093	0.091	0.091	0.063	0.067	0.065	0.037	0.009	0.013	0.011
CPI-SC059D7F9EE	WNT5B_FZD7_LRP6	simple:Q9H1J7	complex:FZD7_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.037	0.009	0.013	0.011	0.033	0.005	0.009	0.007	0.033	0.005	0.009	0.007	0.043	0.015	0.019	0.017
CPI-SC0F73E951B	WNT6_FZD7_LRP6	simple:Q9Y6F9	complex:FZD7_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.007	0.005	0.031	0.003	0.007	0.005	0.031	0.003	0.006	0.004	0.033	0.005	0.008	0.006
CPI-SC0B5A3F59F	WNT7A_FZD7_LRP6	simple:O00755	complex:FZD7_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.129	0.101	0.104	0.102	0.035	0.007	0.011	0.009	0.088	0.06	0.064	0.062	0.066	0.038	0.042	0.04
CPI-SC0BFCEDA56	WNT7B_FZD7_LRP6	simple:P56706	complex:FZD7_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.036	0.008	0.012	0.01	0.0	0.0	0.0	0.0	0.032	0.004	0.007	0.005	0.038	0.01	0.013	0.011
CPI-SC0C6A402E9	WNT9A_FZD7_LRP6	simple:O14904	complex:FZD7_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.007	0.005	0.031	0.003	0.007	0.005
CPI-SC0376B7DC8	WNT9B_FZD7_LRP6	simple:O14905	complex:FZD7_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.031	0.003	0.006	0.004	0.0	0.0	0.0	0.0
CPI-SC039BEEDE4	WNT10A_FZD8_LRP5	simple:Q9GZT5	complex:FZD8_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.074	0.006	0.009	0.007	0.0	0.0	0.0	0.0	0.074	0.006	0.009	0.007	0.075	0.007	0.01	0.008
CPI-SC04590CF27	WNT11_FZD8_LRP5	simple:O96014	complex:FZD8_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.074	0.006	0.009	0.007	0.0	0.0	0.0	0.0	0.074	0.006	0.01	0.007	0.074	0.006	0.009	0.007
CPI-SC0277D6476	WNT16_FZD8_LRP5	simple:Q9UBV4	complex:FZD8_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.074	0.006	0.009	0.007	0.0	0.0	0.0	0.0	0.074	0.006	0.009	0.007	0.0	0.0	0.0	0.0
CPI-SC0DBD2C78A	WNT2B_FZD8_LRP5	simple:Q93097	complex:FZD8_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.085	0.018	0.021	0.018	0.083	0.015	0.018	0.015	0.115	0.047	0.05	0.048	0.095	0.027	0.031	0.028
CPI-SC0596FD9F6	WNT3_FZD8_LRP5	simple:P56703	complex:FZD8_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.084	0.017	0.02	0.017	0.075	0.007	0.01	0.007	0.085	0.018	0.021	0.018	0.085	0.017	0.02	0.017
CPI-SC07D38F0B5	WNT4_FZD8_LRP5	simple:P56705	complex:FZD8_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.074	0.006	0.01	0.007	0.074	0.006	0.009	0.007	0.076	0.008	0.011	0.008	0.075	0.007	0.011	0.008
CPI-SC07DA6989D	WNT5A_FZD8_LRP5	simple:P41221	complex:FZD8_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.08	0.012	0.015	0.013	0.161	0.093	0.096	0.094	0.135	0.067	0.07	0.067	0.08	0.013	0.016	0.013
CPI-SC0C1671F4D	WNT5B_FZD8_LRP5	simple:Q9H1J7	complex:FZD8_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.08	0.013	0.016	0.013	0.077	0.009	0.012	0.009	0.076	0.009	0.012	0.009	0.087	0.019	0.022	0.019
CPI-SC0185A7BDE	WNT6_FZD8_LRP5	simple:Q9Y6F9	complex:FZD8_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.074	0.006	0.01	0.007	0.074	0.006	0.01	0.007	0.074	0.006	0.009	0.007	0.076	0.008	0.011	0.009
CPI-SC0B6D1BF72	WNT7A_FZD8_LRP5	simple:O00755	complex:FZD8_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.172	0.104	0.107	0.105	0.078	0.011	0.014	0.011	0.132	0.064	0.067	0.064	0.11	0.042	0.045	0.042
CPI-SC06EFB9697	WNT7B_FZD8_LRP5	simple:P56706	complex:FZD8_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.079	0.012	0.015	0.012	0.0	0.0	0.0	0.0	0.075	0.007	0.01	0.008	0.081	0.013	0.016	0.014
CPI-SC0F68FD442	WNT9A_FZD8_LRP5	simple:O14904	complex:FZD8_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.074	0.006	0.009	0.007	0.0	0.0	0.0	0.0	0.074	0.007	0.01	0.007	0.075	0.007	0.01	0.007
CPI-SC0908CF012	WNT9B_FZD8_LRP5	simple:O14905	complex:FZD8_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.074	0.006	0.009	0.007	0.0	0.0	0.0	0.0	0.074	0.006	0.009	0.007	0.0	0.0	0.0	0.0
CPI-SC0CF9E0563	WNT3_FDZ8_RYK	simple:P56703	complex:FDZ8_RYK	WNT3		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.101	0.017	0.02	0.017	0.091	0.007	0.01	0.007	0.102	0.018	0.021	0.018	0.101	0.017	0.02	0.017
CPI-SC092468258	WNT5A_FDZ8_RYK	simple:P41221	complex:FDZ8_RYK	WNT5A		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.097	0.012	0.015	0.013	0.178	0.093	0.096	0.094	0.151	0.067	0.07	0.067	0.097	0.013	0.016	0.013
CPI-SC0B95D4E55	WNT11_FZD9_LRP5	simple:O96014	complex:FZD9_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.002	0.001	0.001	0.001	0.002	0.001	0.001
CPI-SC006391BC5	WNT16_FZD9_LRP5	simple:Q9UBV4	complex:FZD9_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0
CPI-SC0CC357E07	WNT2B_FZD9_LRP5	simple:Q93097	complex:FZD9_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013	0.013	0.012	0.012	0.01	0.01	0.01	0.01	0.042	0.043	0.042	0.042	0.023	0.023	0.022	0.022
CPI-SC02FACCE0B	WNT3_FZD9_LRP5	simple:P56703	complex:FZD9_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.012	0.012	0.011	0.011	0.002	0.002	0.001	0.002	0.013	0.013	0.012	0.012	0.012	0.012	0.011	0.011
CPI-SC08A288087	WNT4_FZD9_LRP5	simple:P56705	complex:FZD9_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.002
CPI-SC0D7F9CEEB	WNT5A_FZD9_LRP5	simple:P41221	complex:FZD9_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007	0.008	0.007	0.007	0.088	0.089	0.088	0.088	0.062	0.062	0.061	0.062	0.008	0.008	0.007	0.007
CPI-SC002829D48	WNT5B_FZD9_LRP5	simple:Q9H1J7	complex:FZD9_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.008	0.007	0.007	0.004	0.004	0.004	0.004	0.004	0.004	0.003	0.003	0.014	0.014	0.014	0.014
CPI-SC02B89D65A	WNT6_FZD9_LRP5	simple:Q9Y6F9	complex:FZD9_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.003	0.004	0.003	0.003
CPI-SC0F159BD5A	WNT7A_FZD9_LRP5	simple:O00755	complex:FZD9_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.099	0.1	0.099	0.099	0.006	0.006	0.005	0.005	0.059	0.059	0.058	0.059	0.037	0.037	0.036	0.037
CPI-SC0B4814E5F	WNT7B_FZD9_LRP5	simple:P56706	complex:FZD9_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007	0.007	0.006	0.006	0.0	0.0	0.0	0.0	0.002	0.003	0.002	0.002	0.008	0.009	0.008	0.008
CPI-SC09DD54D04	WNT9A_FZD9_LRP5	simple:O14904	complex:FZD9_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.001	0.001	0.002	0.002	0.001	0.002
CPI-SC0B7AFE8F9	WNT9B_FZD9_LRP5	simple:O14905	complex:FZD9_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0
CPI-SC01B29532D	WNT11_FZD9_LRP6	simple:O96014	complex:FZD9_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.002	0.001	0.001	0.001	0.002	0.001	0.001
CPI-SC00DA032E2	WNT16_FZD9_LRP6	simple:Q9UBV4	complex:FZD9_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0
CPI-SC0ECADFABF	WNT2B_FZD9_LRP6	simple:Q93097	complex:FZD9_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013	0.013	0.012	0.012	0.01	0.01	0.01	0.01	0.042	0.043	0.042	0.042	0.023	0.023	0.022	0.022
CPI-SC05CCD8E17	WNT3_FZD9_LRP6	simple:P56703	complex:FZD9_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.012	0.012	0.011	0.011	0.002	0.002	0.001	0.002	0.013	0.013	0.012	0.012	0.012	0.012	0.011	0.011
CPI-SC052B6F4F3	WNT4_FZD9_LRP6	simple:P56705	complex:FZD9_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.002
CPI-SC01FD57BC9	WNT5A_FZD9_LRP6	simple:P41221	complex:FZD9_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007	0.008	0.007	0.007	0.088	0.089	0.088	0.088	0.062	0.062	0.061	0.062	0.008	0.008	0.007	0.007
CPI-SC08CF56014	WNT5B_FZD9_LRP6	simple:Q9H1J7	complex:FZD9_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.008	0.007	0.007	0.004	0.004	0.004	0.004	0.004	0.004	0.003	0.003	0.014	0.014	0.014	0.014
CPI-SC07F8A4C81	WNT6_FZD9_LRP6	simple:Q9Y6F9	complex:FZD9_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.003	0.004	0.003	0.003
CPI-SC088BCE7ED	WNT7A_FZD9_LRP6	simple:O00755	complex:FZD9_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.099	0.1	0.099	0.099	0.006	0.006	0.005	0.005	0.059	0.059	0.058	0.059	0.037	0.037	0.036	0.037
CPI-SC0BEC0A65F	WNT7B_FZD9_LRP6	simple:P56706	complex:FZD9_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.007	0.007	0.006	0.006	0.0	0.0	0.0	0.0	0.002	0.003	0.002	0.002	0.008	0.009	0.008	0.008
CPI-SC09206543A	WNT9A_FZD9_LRP6	simple:O14904	complex:FZD9_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.001	0.001	0.002	0.002	0.001	0.002
CPI-SC01319F5CD	WNT9B_FZD9_LRP6	simple:O14905	complex:FZD9_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0
CPI-SS0429E615A	WNT11_SFRP1	simple:O96014	simple:Q8N474	WNT11	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.568	0.033	0.126	0.21	0.0	0.0	0.0	0.0	0.568	0.033	0.126	0.21	0.568	0.033	0.126	0.21
CPI-SS050A950B9	WNT16_SFRP1	simple:Q9UBV4	simple:Q8N474	WNT16	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.568	0.033	0.126	0.21	0.0	0.0	0.0	0.0	0.568	0.033	0.126	0.21	0.0	0.0	0.0	0.0
CPI-SS05207EFF8	WNT2B_SFRP1	simple:Q93097	simple:Q8N474	WNT2B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.58	0.044	0.137	0.222	0.577	0.041	0.135	0.219	0.609	0.074	0.167	0.251	0.59	0.054	0.147	0.232
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.579	0.043	0.136	0.221	0.569	0.033	0.127	0.211	0.58	0.044	0.137	0.222	0.579	0.043	0.136	0.221
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.569	0.033	0.126	0.211	0.568	0.033	0.126	0.21	0.57	0.034	0.128	0.212	0.57	0.034	0.127	0.212
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.574	0.039	0.132	0.216	0.655	0.12	0.213	0.297	0.629	0.093	0.187	0.271	0.575	0.039	0.132	0.217
